コントロールカラム,商品管理番号（商品URL）,商品名
"","crf-nabe","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 使いこなしセット<br>90日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-nabe-non","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット トータルセット<br>"
"","crf-nabs","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 鍋セット【送料無料】<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】<br>"
"","crf-nfst","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>鍋ふたスタンド<br>【鍋フタ】【スタンド】【ショップジャパン（SHOPJAPAN）】<br>"
"","crf-nsxx","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>ミラクルブレード　セラミックナイフセット"
"","crf-pers-ss","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット パーフェクトセット<br>"
"","crf-rakt","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>楽たまクッキングセット<br>【ショップジャパン（SHOPJAPAN）】<br>"
"","crf-rakt1","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>楽たまクッキングセット"
"","crf-rcpn","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット ごちそうBOOK<br>【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>"
"","crf-rfyp","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>今なら2大特典付き、先行予約受付中！<br>セラフィット デラックス（限定色ルビーレッド）<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-rkbt","今なら2大特典付き、先行予約受付中！<br>セラフィット デラックス 片手鍋セット（限定色ルビーレッド）<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-rknb","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>先行予約受付中！<br>セラフィット デラックス 片手鍋（限定色ルビーレッド）<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】<br>"
"","crf-rrbt","今なら2大特典付き、先行予約受付中！<br>セラフィット デラックス 両手鍋セット（限定色ルビーレッド）<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-rrnb","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>先行予約受付中！<br>セラフィット デラックス 両手鍋（限定色ルビーレッド）<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-rwbt","今なら2大特典付き、先行予約受付中！<br>セラフィット デラックス ダブル鍋セット（限定色ルビーレッド）<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-ryos","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 両手鍋セット【送料無料】<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】<br>"
"","crf-tan","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 【送料無料】<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】<br>"
"","crf-tanknabe","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>公式／セラフィット片手鍋<br>【単品】【すべーる】【スベール】【cerafit】<br>"
"","crf-tannabe","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット片手＆両手鍋【正規品】<br>※フライパンは付きません<br>【すべーる】【スベール】【cerafit】<br>"
"","crf-tanrnabe","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット両手鍋<br>【単品】【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】<br>"
"","crf-tgar","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 卵焼きフライパン<br>【単品】【フライパン】【正規品】【ショップジャパン（SHOPJAPAN）】【すべーる】【スベール】【cerafit】【北斗晶】【織田信成】<br>"
"","crf-tkkn","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>公式 セラフィット 使いこなしセット<br>90日間返品保証は当店だけ！【スベール】【すべーる】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf-wk-set","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【ワケありセール】セラフィット 使いこなしセット<br>【フライパン】【ショップジャパン】【正規品】【北斗晶さん】【すべーる】【スベール】【cerafit】"
"","crf1_1712_t","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 使いこなしセット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf_1612","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 特別セット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf_1612kan","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 特別セット<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf_bh17","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット　　bh_1710"
"","crf_btset","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット ベストセット"
"","crf_ma1","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【モッタイナイ市】【新品同様】セラフィット フライパンなべセット 正規品"
"","crf_mb1","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【モッタイナイ市】【特価良品】セラフィット フライパンなべセット 正規品"
"","crf_spe_2","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【スペシャルサンデー】セラフィット デラックス 使いこなしセット<br>【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf_sptest","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット 6,980円相当特典付！<br>39日間返品保証は当店だけ！【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crf_wake","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【ワケありセール】セラフィット デラックス<br>【フライパン】【ショップジャパン（SHOPJAPAN）】【正規品】【cerafit】"
"","crfbs","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット ベストセット<br>（セラフィット5点セット+スピードスライサー+ミラクルブレード）<br>"
"","crfd_out17","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】セラフィットデラックス"
"","crfd_out17_b","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【公式】セラフィットデラックス"
"","crff","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>【わけありセール】セラフィット フュージョン フライパンセット<br>緑のセラフィット【フライパン】【ショップジャパン】【正規品】【北斗晶さん】【すべーる】【スベール】【cerafit】"
"","crff-99x","【エントリーでポイント10倍！12/22（金）10時～12/25（月）9：59】<br>セラフィット フュージョン 使いこなしセット<br>緑のセラフィット【フライパン】【ショップジャパン】【正規品】【北斗晶さん】【すべーる】【スベール】【cerafit】"
